response_id	cause	cause_no	cause_sep	maximum_response_one_cause	type	group_cause	code_cause	mistake	mistake_no	mistake_sep	maximum_response_one_type	group_type	code_type
R_1rqy1rVzOKTinKa	Inability to closely supervise all research participants (despite clear initial training)	1	Inability to closely supervise all research participants (despite clear initial training)	yes	recurring	project management issue	inability to supervise	Errors of sample labeling, by graduate students and field assistants responsible for writing identifying information on tissue samples collected in the field.	1	Errors of sample labeling, by graduate students and field assistants responsible for writing identifying information on tissue samples collected in the field.	yes	ambiguous naming/defining of data	ambiguous sample labeling
R_1rrxPxsFGkflPpx	time pressure, laziness, failing to empathize with the next user who's unfamiliar with the data	1	time pressure	no	recurring	time management issue	time pressure	failing to add informative meta-data	1	Failing to add informative meta-data	yes	bad or poor documentation	not recorded metadata
R_1rrxPxsFGkflPpx	time pressure, laziness, failing to empathize with the next user who's unfamiliar with the data	2	laziness,	no	recurring	carelessness	laziness	failing to add informative meta-data	1	Failing to add informative meta-data	yes	bad or poor documentation	not recorded metadata
R_1rrxPxsFGkflPpx	time pressure, laziness, failing to empathize with the next user who's unfamiliar with the data	3	failing to empathize with the next user who's unfamiliar with the data	no	recurring	lack of knowledge/experience	inexperience	failing to add informative meta-data	1	Failing to add informative meta-data	yes	bad or poor documentation	not recorded metadata
R_1rwuSrjs7gQ6lcy	Inexperience of junior researchers	1	Inexperience of junior researchers	yes	recurring	lack of knowledge/experience	inexperience	Insufficient data description / labeling	1	Insufficient data description / labeling	yes	ambiguous naming/defining of data	insufficient data labeling
R_1rwuSrjs7gQ6lcy	copy/paste error	1	copy/paste error	yes	serious	inattention	copy paste error	mix-up of data sets	1	mix-up of data sets	yes	version control error	using the wrong version of data
R_1UeEmajLZ4T4TwR	Too many people involved in one project. Not enough transparency	1	Too many people involved in one project. Not enough transparency	yes	recurring	project management issue	too many team members working on a project	Overwriting data, copying only half the data, defining the variable incorrectly	1	Overwriting data	no	version control error	overwriting data
R_1UeEmajLZ4T4TwR	Too many people involved in one project. Not enough transparency	1	Too many people involved in one project. Not enough transparency	yes	recurring	project management issue	too many team members working on a project	Overwriting data, copying only half the data, defining the variable incorrectly	2	copying only half the data	no	data transfer error	copy paste error
R_1UeEmajLZ4T4TwR	Too many people involved in one project. Not enough transparency	1	Too many people involved in one project. Not enough transparency	yes	recurring	project management issue	too many team members working on a project	Overwriting data, copying only half the data, defining the variable incorrectly	3	defining the variable incorrectly	no	ambiguous naming/defining of data	insufficiently defining variable
R_1UeEmajLZ4T4TwR	different people programming the same experiment	1	different people programming the same experiment	yes	serious	project management issue	too many team members working on the same task	overwriting data	1	overwriting data	yes	version control error	overwriting data
R_1ZdEcLWKTBdeOgV	Careless/lazy management of data.	1	Careless management of data.	no	serious	carelessness	carelessness	We collected two different versions of a survey and mistakenly reported data that was missing version one responses.	1	We collected two different versions of a survey and mistakenly reported data that was missing version one responses.	yes	wrong reporting	reporting wrong data
R_1ZdEcLWKTBdeOgV	Careless/lazy management of data.	2	lazy management of data.	no	serious	carelessness	laziness	We collected two different versions of a survey and mistakenly reported data that was missing version one responses.	1	We collected two different versions of a survey and mistakenly reported data that was missing version one responses.	yes	wrong reporting	reporting wrong data
R_22EynRiZfQKWOM7	Didn't realize what information was relevant until too late - the data only became relevant when analysis was under way.	1	Didn't realize what information was relevant until too late - the data only became relevant when analysis was under way.	yes	recurring	bad or lack of planning	lack of sufficient planning	Lack of recording relevant details (by student interviewers).	1	Lack of recording relevant details (by student interviewers).	yes	data input error	not recording relevant information
R_23eJfXyDulGeJUx	Students not being thorough in making their data dictionaries.	1	Students not being thorough in making their data dictionaries.	yes	recurring	carelessness	not being thorough	A student failed to include how some variables were dummy coded, leading another student to make wrong assumptions	1	A student failed to include how some variables were dummy coded, leading another student to make wrong assumptions	yes	bad or poor documentation	lack or poor documentation
R_23f99S8tbBeZcmr	Moved labs and questionnaire file was on a computer without internet connection	1	Moved labs and questionnaire file was on a computer without internet connection	yes	recurring	technical issue	technical problem	Lost connection file between participant gender and synonyms	1	Lost connection file between participant gender and synonyms	yes	bad connection of data points	cannot connect data to participant
