response_id	type	mistake	question	rating
R_3Gs4GQj61sS2krY	serious	Wrong hand-coding of data	serious	Moderate
R_UW9udpehJoHvjeV	serious	overwriting data leading to data loss in a pre- posttest	serious	Major
R_W2NaMKUGZou4QDv	serious	crash of disk and back-up disk, leading to re-run all analyses (with fortunately mostly saved prgrams elsewhere)	serious	Minor
R_3R4baXz3l9QdAPM	serious	Coding mistake	serious	Major
R_2Ve7LLcoPdCtYvA	serious	Mistakes in online analysis code, discovered during the review process. We had to run a new experiment to verify the results. Fortunately, we replicated the initial finding despite the error.	serious	Major
R_3DjBdzkuQENmiq9	serious	failure to save part of the data	serious	Moderate
R_Y6sggRDaiYKcxP3	serious	Importing wrong data files, running analysis but them realizing the error and having to redo it again.	serious	Minor
R_bCncU5uFNDBQAdr	serious	The data of an entire experiment had to be discarded due to mistakes in the coding of the participants. It was impossible to identify the condition and the questionnaires from all each participant.	serious	Major
R_XLNMXHwqdiwAG7D	serious	Lost data	serious	Moderate
R_2OGsptCGC66lVpU	serious	Failure to record behavioral responses	serious	Moderate
R_1myhPq5ghONho9x	serious	misclassification of  two countries in crossnational comparison of large N countries dataset	serious	Moderate
R_3KK0Lq3IYGIcJXW	serious	For a qualitative study the recording equipment failed, so a interview was lost.	serious	Moderate
R_1f1ptLmJabcd2gt	serious	error in merging two dataset	serious	Major
R_DCZvMltMaiLK0zD	serious	data lost completely due to crash of a laptop with inappropriate backup	serious	Moderate
R_24OvWIXid68ghSc	serious	In qualitative work, recorded over old interviews with new interviews (using micro-cassette dictaphone).	serious	Moderate
R_28GI4y8PGiLchXU	serious	"Conjoint analysis where the ""cards"" were wrongly drafted, didn't correspond to the orthoplan"	serious	Major
R_QaFTHFdsxfpvsFb	serious	I already gave an example of problems with data analysis. So, I'll describe another big problem I personally had during data collection. Last year I planned a diary study, which included two follow-ups one week and two weeks after the end of the diary. I used the services of a company that allows you to send surveys to participants' mobile phones and to schedule the surveys so that they are sent automatically. The last part of my data collection happened in August. There was an error in their system and my last follow-ups were not sent. I noticed relatively fast but it took them days to figure out what was wrong and still the problem was not resolved. This was a source of big frustration and also caused money and data loss.	serious	Moderate
R_2WCr8uf7CKPkEXG	serious	Mistakes in Mplus coding	serious	Moderate
R_1q8MrESM6Soe0YW	serious	lack of documentation, data loss (mostly technical failures), using different versions of statistical software with (apparently) different algorithms	serious	Minor
R_1gwrKmk8l9dBdpR	serious	improper reverse of negatively worded items	serious	Minor
R_roMs84O8u4uODHb	serious	"Fault in experimental software that caused absent responses to be conflated with responses where a participant selected ""not applicable"""	serious	Minor
R_1163fpcUwH7iUdJ	serious	no serious mistakes (the reason is, I'm actually the one in my institude who is responsible for cleaning all datasets, and my approval is necessary before any manuscript based on a given dataset is submitted for publication). However, mixing up subjects and biased matching of different data of the same subject is an everyday matter	serious	Moderate
R_1eru08S1SGWl5sm	serious	data was not stored and the computer which had the data crashed so we lossed the data	serious	Major
R_27s7Eu21Kt5yIT0	serious	I used the randomizer in Qualtrics in the wrong way. I set it to 'show one out of three', where it should have been 'show all three in a random order'. We had to re-do the whole data collection.	serious	Major
R_bCNgup74QHnWVKp	serious	unclear coding of experimental conditions  btw there is an error in the question...	serious	Moderate
R_2RQVxhHSV8Q7y24	serious	Skipped a line when copying data from two files into one new one, so data from two experimental tasks was mismatched (i.e. assigned data from participant A to participant B by mistake)	serious	Minor
R_3PHWLvpIcXFFKwW	serious	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	serious	Minor
R_OlZPqe0dnO5809z	serious	Testing participants who should have been excluded from the study.	serious	Minor
R_2v92FujMnTNUKtU	serious	miscoding of a dependent variable	serious	Moderate
R_cOwnko1L9iV7hWV	serious	late discovery of severe data problems in data provided with Excel sheets. Large amounts of re-readings of images necessary.	serious	Moderate
R_Tn1zCiJl48M49bP	serious	"we once assigned subjects to 8 treatments and had two groups twice as large as the other six. Although that made it easier to implement the experiment, we ""forgot"" that it would complicate (a bit) the analysis because we inadvertantly creeated correlated treatments"	serious	Moderate
R_3lQFyqvkeqxEGrv	serious	A student made a mistake in Qualtrics, resulting in weird scores: scores 11-13 on a five-point rating scale.	serious	Minor
R_cIpsWQTCtqyVUd3	serious	Data not cleaned appropriately.	serious	Minor
R_3n5YF1P3zkjw6mc	serious	Inappropriate data analysis /modeling or errors in code	serious	Major
R_3iIFj59dgB5EXPO	serious	losing all the data for an experiment	serious	Moderate
R_3ObQwLaOYCfdTA5	serious	Saying there is a significant difference between 2 groups, wrote the paper and when I reanalyzed I saw the mistake and cancelled the paper but so much time lost.	serious	Minor
R_3PYR1LMIJhMu0dH	serious	I drafted a chunk of a paper based on faulty models and had to rewrite. (...and explain to my co-author, which was much more painful than the revised models and revised text)	serious	Moderate
R_3hyCgqMpettYA1x	serious	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	serious	Major
R_3lMjXKnwsOJomFW	serious	Omission of parts of a questionnaire.	serious	Moderate
R_2U0jyqZlTh8B9Kk	serious	Using a non-standard script to calculate d'.	serious	Moderate
R_2wu8pRf0QuCSjtC	serious	used excel grand means in a published plot rather than mean of participant means.	serious	Minor
R_9QE69SV6ZqszWjT	serious	cannot replicate result from the data set used for a conference presentation	serious	Moderate
R_1FgF6lRVQZUd4dW	serious	A colleague supplied a data set containing the wrong population of participants. I had to start from scratch on a completed manuscript.	serious	Minor
R_3NQyiNXjL1vSMQs	serious	Genotyping errors on a large batch of samples	serious	Moderate
R_uyxOp5bl3Heyi5P	serious	Forgetting to switch on video camera when recording study	serious	Minor
R_2QJpoM0DXM2EnBw	serious	Data did not get recorded that should have been recorded.	serious	Moderate
R_pN6MH6N2QB5EWkN	serious	Randomization of conditions was not done properly	serious	Minor
R_3qlI1oXGPLbeopZ	serious	Project staff assessed students with the incorrect version of one of the measures.	serious	Moderate
R_SHwFOwZ6VkkfpPr	serious	This was before my time, on a project I was not involved in, but I heard that one time the experimental group was coded as 0 and the comparison coded as 1. These designations are of course arbitrary but the conventionally they are coded the other way around. This led to the exact opposite conclusions.	serious	Extreme
R_2QopNHjyyr0Mqmt	serious	Experimental software did not store all experimental condition labels when exporting results.	serious	Major
R_u3udJvSlp9H0lYR	serious	Th most serious data-related mistake was missing items from a measure that should have been included in data collection. However, this was a secondary measure and not primary outcome.	serious	Minor
R_UmqU7Ly1qrMBjHP	serious	I read the wrong series into a computer code and there was a graph in a draft of a paper that was wrong for a month or two.	serious	Minor
R_1lz69PsdTmTnVVj	serious	A longitudinal study I was brought on to had not created unique IDs for participants in order to ensure data collected across years could be joined.	serious	Moderate
R_2B8trxy4O95LIjg	serious	Using the wrong version of the code	serious	Moderate
R_1LBzXSxZUeQ0CZr	serious	Mislaid imaging data resulting in data loss for several years until rediscovery	serious	Minor
R_28ZpvpJ7r1GU67H	serious	Erros in coding the variables and setting cut-points for an instrument	serious	Moderate
R_3HtqACEHt1G9A41	serious	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	serious	Insignificant
R_1g86ziif9LCszbc	serious	Code written to classify disease location, behavior, and extent was incorrect.	serious	Moderate
R_2eOxrEvCxEutKdg	serious	we lose all the data of a project for an informatical error	serious	Major
R_3rZAis4XlhhtCIC	serious	This is not the most common, but the most severe was that automatically generated random survey identifiers for a longitudinal study were accidentally overwritten by a new random identifier set.	serious	Major
R_3fPi4q2MtOopLwb	serious	Improperly recording data.	serious	Minor
R_2b2hwMGWs1zscoE	serious	Losing a recording from an interview in an office move	serious	Minor
R_1jTgRy9bu3qIAQT	serious	Incorrect use of syntax to make new variables	serious	Minor
R_1lAjGmRwoW52vY9	serious	unstructured back-up (every researcher has data from his/her experiment on a personal disk) and not well secured data collected with questionnaires (i.e., physical material)	serious	Minor
R_2S2MjnRg4NsWUiX	serious	programming difficulties in data merging	serious	Moderate
R_T1L5jxO15Adwh0d	serious	This was more of a hiccup than a mistake, but by specifying the data incorrectly prior to a giant imputation that was going to take days, we realized when the parameters of certain variables were surprising that something odd must've happened. It required an additional week of work and delayed us and was frustrating and made us question our trust in the person who made the mistake.	serious	Moderate
R_2tiiMYZYEfHjyYN	serious	Overwrote a file containing raw data from a time-consuming study.	serious	Moderate
R_wQKtnSahMtTdwZP	serious	After I entered all the data, when I was analysing the data, I realised I made a mistake. So, I had to introduce all the data again. I lost time, and it was frustrating. Luckily, I did not publish anything with the wrong data	serious	Moderate
R_2pLz7xMojRnoxaR	serious	I wrote software to collect data, and an error in the database software wiped the entire database halfway through the project.	serious	Major
R_1OB3foIsQJfflaa	serious	Data were not collected at post-intervention for participants who did not fully complete an online intervention (everyone was meant to provide data consistent with intention to treat)	serious	Moderate
R_3D85dU8d9bWZJPh	serious	Failing to record responses. That is the participants respond but the software did not record the responses.	serious	Minor
R_2YeLYCNeAEarPbX	serious	Most of them we caught - the danger are the ones that go unnoticed.  One student used a wrong table for sex assignment (which sex a bird is) - but we caught it.	serious	Moderate
R_a9Gz8zHhb9u2pW1	serious	lack of version control, leading to difficulty with identifying which pre-processed data were the relevant data in an output (i.e. having various versions of summary data but not being quite sure which one related to a particular outcome). It made it very difficult to reconcile, when asked to dig out some prior data by a colleague, which data were the data they required.	serious	Minor
R_ZdxANIAeQf93MkN	serious	fellow presented inaccurate data at internal grand rounds	serious	Moderate
R_4YsljcjsHBXYfSx	serious	data not available after a researcher left the lab	serious	Major
R_3gYOmNFTOaQXpvg	serious	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero, sample weights not applied to analysis.	serious	Major
R_2rBzqM7U57tGlVk	serious	Forgot to mention something really important in the experimental instructions	serious	Major
R_AEvIrQSSmJP5wFb	serious	we had to repeat introduction of the data in the database starting again from the raw data because no double was stored and a PC was stolen	serious	Moderate
R_2e295rrs3RwuezQ	serious	1 participant out of 300 was MRI-scanned under a different number, and therefore not correctly linked to questionnaires (it was 2 instead of 1 subject). This kept recurring in multiple analyses as nobody was allowed to change the raw MRI data files.	serious	Insignificant
R_2dvcIJA7IFmsu14	serious	I don't know if it counts as a data-related mistake, but we've had to re-run entire studies due to errors in experimental randomisation, e.g. not randomising something we thought we were randomising, or making a mistake in a complex randomisation.	serious	Major
R_1UeEmajLZ4T4TwR	serious	overwriting data	serious	Moderate
R_2bN2CmBCvy0RUPJ	serious	'- wrong merging/connecting of data from different parts of the study (e.g., studies with several waves)	serious	Moderate
R_2eQCIvKgmCxnQis	serious	Erroneously omit a page of questionnaire in data collection	serious	Major
R_1fd7fjBC84Nf1XI	serious	computer crashing without a dataset backup	serious	Minor
R_77kUEfBZkO5ZyOl	serious	We had separate survey versions for men and women. We left a question off of the women's survey, so we were not able to test the hypothesis for women.	serious	Moderate
R_2U5GjHtbKZYkmMX	serious	Not aligning the participant numbers well between two data-sets from one study.	serious	Minor
R_CZELpbmkR2H9uz7	serious	Documentation failure of fMRI designs	serious	Moderate
R_uyQjDVLfMF1DjEJ	serious	Losing data just like yourself and not being able to generate them again	serious	Moderate
R_2bOijjUlRMWYs2t	serious	After anonymization, a file still mentioned names of patients	serious	Moderate
R_Ub6KK5sJLnRBQBj	serious	After publication we realize the denominator in our risk measurements included a large sample of individuals who did not belong to the study sample. Fortunately the inclusion oh those extra individuals was not related to the exposure outcome	serious	Moderate
R_2fg0p9dQFeyFqr6	serious	Privacy breach	serious	Major
R_qJFDhrxLT2tTZ5v	serious	technical drawback inproper data collection	serious	Minor
R_1d4iz3m2nqcDwm0	serious	incorrect data entry	serious	Minor
R_e5USP07muEESOKB	serious	Wrote in an article that a variable was coded 0/1 when it was actually 1/2 so the mean of 1.4 didn’t make sense.	serious	Insignificant
R_2wMmMiikRn9F6qX	serious	Subject ID coding inconsistencies, incompleteness, or translation errors	serious	Minor
R_1Or7tDijbW5NQ1e	serious	Using non-current database	serious	Minor
R_1EZ15sr0mldmdJS	serious	Lost data from a participant in a longitudinal study	serious	Moderate
R_cuv0b8aL16OZV5f	serious	I'm new to a team led by another researcher. This team used the wrong consent version with an older project, discovered three years ago, leading to about half of the data being lost (i.e., taken by the IRB).	serious	Major
R_12tYv2Y5nec53EF	serious	RA getting conditions mixed up. Had to exclude any data the RA collected as we were not confident it was correct.	serious	Moderate
R_Oa2svKJHachQHnP	serious	In 2017, during the second revision  of my manuscript submitted to  Psychological Assessment,  my coauthor found the interview data have mistakes. So we corrected the wrong values of the results in the second revision. This made me very frustrated. I  felt extremely sad and lost face though the whole picture of the results were not change.	serious	Moderate
R_3iqkqyCtuHBhFsN	serious	error in the data set for some observation due to a wrong formula	serious	Minor
R_2PnFe0m2znDlqh0	serious	Raw data (audio records) were corrupted before entry and the data were lost.	serious	Moderate
R_2SeF9B5dnR5QZ1N	serious	Using the same participant number for more than one individual	serious	Moderate
R_2xWedLepVORUb2s	serious	Software failure leading to data collection loss.	serious	Moderate
R_1ditQMNo8bzXokM	serious	Published a supplemental online file alongside an article that was incomplete (claimed to report all possible interactions among a set of variables, but erroneously excluded ~11% of them).	serious	Insignificant
R_2E6UbxqHIZGHdcc	serious	Computer malfunctions	serious	Minor
R_1dLyeBiPezAXaav	serious	Had to rerun analyses because the generated data were incorrect (Monte Carlo studies).	serious	Moderate
R_3Eo3YsFvO2vplXR	serious	could not locate original some data sheets from extensive data file; missing sheets represented small portion of data, and data could be re-obtained from archived material, but at cost of staff time	serious	Minor
R_XR4vuDYVTZUdDxf	serious	Loss of participant descriptive data	serious	Minor
R_2Ejl6F6HzHMaous	serious	Data coding errors.	serious	Insignificant
R_2coTxGpiZoEAjV9	serious	We were running a batch of many simulations, using a specified controller, just to discover that some strange outcomes were due to error in parameter configurations.	serious	Minor
R_2uQIn0onTQYseK1	serious	Not to meet dealines	serious	Moderate
R_2U4pgn1GCmJuGaU	serious	mislabeled data	serious	Minor
R_2cth4XQgNMWuwGv	serious	Transmigration of data from one spreadsheet to another producing offset of data so data points were not associated with correct patients. This was identified and corrected.	serious	Moderate
R_27BdmSNc3E6ZlFf	serious	All data was shifted in the column assigning condition meaning that all results (zero effects) where wrong. Our assigned Devils advocate noticed it the day before submission. The PhD student had to go back to the drawing table.	serious	Minor
R_1K7lVatqDC1d3dz	serious	A contracted external CRO messed up two experimental groups.	serious	Major
R_3EJQO3OBaZ6CZKY	serious	We coulden't find important data during 3 days, Finally we had them	serious	Minor
R_4Z9S8WkR6ezQJ7H	serious	wrong stats	serious	Minor
R_1K26DA5M0mERwZH	serious	Transformation of a variable	serious	Minor
R_2yg8jYMAU5WqMfg	serious	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	serious	Moderate
R_DBlXUQLPEwonUSB	serious	Loss of data due to a power failure	serious	Moderate
R_3hngidIEckW7lKF	serious	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	serious	Minor
R_10uWnIrva7R5dgS	serious	Due to different ways of writing and reading data from a database system, it was possible that crucial information would be interpreted in a wrong way.	serious	Major
R_1nZmLTBp6dPXqgm	serious	uncorrect calculations of some parameters	serious	Minor
R_3KGCgGY4I8KXp24	serious	I've only just finished my phd so I don't have many examples to draw from... the previously mentioned ones are probably the only ones	serious	Minor
R_2dlHcPXBYfhftFW	serious	One experimenter failed to measure a variable twice, as was his instructions.	serious	Major
R_wRyMeFjM4H8I52h	serious	Wrong data input	serious	Moderate
R_2bQpSx7HPHcLyoX	serious	"in a publication, for the central finding, we wrote ""higher"" instead of ""lower"""	serious	Minor
R_6hV0lkImqJ9lbCV	serious	"This was long ago, ok, but the folks hired to code data, did such a sloppy job that 10% of the sample of married couples were ""same-sex"" even though only heterosexual couples were interviewed"	serious	Major
R_2fiypF20DbX0IU0	serious	Not accounting for missing data values. That messed things up quite a bit and it took some sleuthing to figure out the wonky patterns.	serious	Minor
R_2duJO8zk4AgeXgg	serious	There was a mediation analysis in which we had an error, it did not influence the main message of the paper, just the model we set up was not ok. The other was the omega, that I mentioned earlier. In this case as we used multiple measures of reliability, it was not that bad.	serious	Moderate
R_1qWnEsHwB47T5gC	serious	In a study where results had to be annotated and coded, the coder made a number of seriour mistakes that were noticed too late.	serious	Moderate
R_T6OrGQxMHJekFCF	serious	The software provided incorrect feedback to subjects in the experiment.	serious	Moderate
R_2yfG7EjmzWsyWxx	serious	Difficulty in locating/ matching the answers of some participants in longitudinal studies	serious	Minor
R_1LNc6THhR7JwDJ5	serious	Someone on my data team forgot to bring the surveys for the study for subjects to fill out (or forgot to ask subjects to fill them out) - so instead we had to email them to fill it out resulting in a reduction in the number of people who responded.	serious	Moderate
R_2WGQonc2eGviLKq	serious	Subject data files exported with wrong filter settings for calculating variable	serious	Minor
R_3fuztQ0HcuQmyVK	serious	Database contains unknown amount of duplicates	serious	Moderate
R_qJHLDJdVTdBowI9	serious	Nothing really serious. Statistical analyses had to be re run three times after discovering that some entries were not correct	serious	Minor
R_Xp37cWl6slWgFWN	serious	one small but serious mistake overlooked during data collection, which lead to half of the data unusable, had to collect data again	serious	Moderate
R_x8Z2fY3NuG06l69	serious	forgot to record qualitative interview	serious	Moderate
R_1HemYlCts4kwav2	serious	a file was updated with an old version of a paradigm and we had to exclude the complete run from the analysis, because we just realized after recording	serious	Moderate
R_3EKM0va9ntRVGxm	serious	Failure to document why some observations were deleted from full administrative data file.	serious	Moderate
R_4Jx85V7Q7juO0rD	serious	We discovered the mistake a week ago. We published inaccurate data (in a registered report, in one exploratory analysis - which did not change the conclusions). We are currently writing the erratum.	serious	Major
R_vOfSDKH9m5bsxQl	serious	Probably the failure to record part of the responses of some participants	serious	Moderate
