response_id	mistake	mistake_no	mistake_sep	maximum_response_one_type	type	group_type	code_type
R_1ojdoHkyRAEhaO9	Use uninformative variable names	1	Use uninformative variable names	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_1ojdoHkyRAEhaO9	Mislabeled columns when moving data between excel sheets; did not notice for a couple of months (data were not submitted for publication yet); had to rewrite part of manuscript and re-do analysis	1	Mislabeled columns when moving data between excel sheets; did not notice for a couple of months (data were not submitted for publication yet); had to rewrite part of manuscript and re-do analysis	yes	serious	ambiguous naming/defining of data	mislabelling columns
R_1OkPHcZJmExTE2S	typo	1	typo	yes	recurring	data input error	typo
R_1Or7tDijbW5NQ1e	Using non-current database	1	Using non-current database	yes	recurring	version control error	using the wrong version of data
R_1Or7tDijbW5NQ1e	Using non-current database	1	Using non-current database	yes	serious	version control error	using the wrong version of data
R_1pRrkSmdJGmTwHk	Data entry typos/human error in data entry.	1	Data entry typos/human error in data entry.	yes	recurring	data input error	typo
R_1pRrkSmdJGmTwHk	Data from old projects lost because old SPSS files will not open. Data was not stored in another format.	1	Data from old projects lost because old SPSS files will not open. Data was not stored in another format.	yes	serious	data or file organisation error	storing data in wrong format
R_1q8MrESM6Soe0YW	missing documentation in the labeling/handling/recoding of variables	1	missing documentation in the labeling/handling/recoding of variables	yes	recurring	bad or poor documentation	lack or poor documentation
R_1q8MrESM6Soe0YW	lack of documentation, data loss (mostly technical failures), using different versions of statistical software with (apparently) different algorithms	1	lack of documentation,	no	serious	bad or poor documentation	lack or poor documentation
R_1q8MrESM6Soe0YW	lack of documentation, data loss (mostly technical failures), using different versions of statistical software with (apparently) different algorithms	2	data loss (mostly technical failures),	no	serious	technical/infrastructural problem	technical failure
R_1q8MrESM6Soe0YW	lack of documentation, data loss (mostly technical failures), using different versions of statistical software with (apparently) different algorithms	3	using different versions of statistical software with (apparently) different algorithms	no	serious	wrong data processing/analysis	using different versions of a statistical software during the same analysis
R_1qgGU0J3OX0g6t9	missing data incorrectly labeled as 0.	1	missing data incorrectly labeled as 0.	yes	recurring	data coding error	value coding error
R_1qgGU0J3OX0g6t9	analyses had to be re-done	1	analyses had to be re-done	yes	serious	wrong data processing/analysis	wrong analysis
R_1QJxQZXirFtXONG	lost data	1	lost data	yes	recurring	loss of materials/documentation/data	data loss
R_1QJxQZXirFtXONG	we also lost complete data sets after responsible researcher left univ	1	we also lost complete data sets after responsible researcher left univ	yes	serious	loss of materials/documentation/data	failure to share data with team members
R_1QLOiVySy2bKLTZ	"Miscoding of a variable -- e.g., 1 to 7 coded as ""more"" with higher numbers but was actually ""less"""	1	"Miscoding of a variable -- e.g., 1 to 7 coded as ""more"" with higher numbers but was actually ""less"""	yes	recurring	data coding error	miscoding a variable
R_1QLOiVySy2bKLTZ	Miscoding of a variable leading to an erroneous conclusion.	1	Miscoding of a variable leading to an erroneous conclusion.	yes	serious	data coding error	miscoding a variable
R_1qWnEsHwB47T5gC	Use of uninformative variable names; no consistent file structure for different subprojects.	1	Use of uninformative variable names;	no	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_1qWnEsHwB47T5gC	In a study where results had to be annotated and coded, the coder made a number of seriour mistakes that were noticed too late.	1	In a study where results had to be annotated and coded, the coder made a number of seriour mistakes that were noticed too late.	yes	serious	data coding error	value coding error
R_1qWnEsHwB47T5gC	Use of uninformative variable names; no consistent file structure for different subprojects.	2	no consistent file structure for different subprojects.	no	recurring	data or file organisation error	inconsistent file structure
R_1rH1NztEvUbUmp0	names or details of participants were mis-reported	1	names or details of participants were mis-reported	yes	recurring	wrong reporting	misreporting values
R_1rqy1rVzOKTinKa	Errors of sample labeling, by graduate students and field assistants responsible for writing identifying information on tissue samples collected in the field.	1	Errors of sample labeling, by graduate students and field assistants responsible for writing identifying information on tissue samples collected in the field.	yes	recurring	ambiguous naming/defining of data	ambiguous sample labeling
R_1rrxPxsFGkflPpx	failing to add informative meta-data	1	Failing to add informative meta-data	yes	recurring	bad or poor documentation	not recorded metadata
R_1rwuSrjs7gQ6lcy	Insufficient data description / labeling	1	Insufficient data description / labeling	yes	recurring	ambiguous naming/defining of data	insufficient data labeling
R_1rwuSrjs7gQ6lcy	mix-up of data sets	1	mix-up of data sets	yes	serious	version control error	using the wrong version of data
R_1UeEmajLZ4T4TwR	Overwriting data, copying only half the data, defining the variable incorrectly	1	Overwriting data	no	recurring	version control error	overwriting data
R_1UeEmajLZ4T4TwR	overwriting data	1	overwriting data	yes	serious	version control error	overwriting data
R_1UeEmajLZ4T4TwR	Overwriting data, copying only half the data, defining the variable incorrectly	2	copying only half the data	no	recurring	data transfer error	copy paste error
R_1UeEmajLZ4T4TwR	Overwriting data, copying only half the data, defining the variable incorrectly	3	defining the variable incorrectly	no	recurring	ambiguous naming/defining of data	insufficiently defining variable
