response_id	cause_type	cause	cause_no	cause_sep	code	n	group
R_1o7utbGjr0CiW5p	serious	We did not carefully proof the manuscript before submission. We were able to correct the error in a subsequent errata note in the next issue.	1	We did not carefully proof the manuscript before submission. We were able to correct the error in a subsequent errata note in the next issue.	insufficient checking	7	"NA"
R_1OB3foIsQJfflaa	recurring	Unclear. Copying and pasting the wrong information or typos.	1	Unclear. Copying and pasting the wrong information or typos.	copy and paste error	3	inattention
R_1OB3foIsQJfflaa	serious	Lack of foreseeing this as an issue and then lack of supervision of research assistant/project manager, who did not understand the importance of it.	1	Lack of foreseeing this as an issue and then	lack of planning	4	"NA"
R_1OB3foIsQJfflaa	serious	Lack of foreseeing this as an issue and then lack of supervision of research assistant/project manager, who did not understand the importance of it.	2	lack of supervision of research assistant/project manager, who did not understand the importance of it.	lack of supervision	11	project management issue
R_1obR2FYKvFuxCjp	recurring	Does not apply.	1	Does not apply.	irrelevant content	38	irrelevant content
R_1obR2FYKvFuxCjp	serious	None	1	None	irrelevant content	38	irrelevant content
R_1OCdfz7knYYZ9MF	recurring	It was due to a relatively long break between the analyses (due to teaching load) causing us to forget what we had already done. The cause should thus probably be described as a documentation issue.	1	It was due to a relatively long break between the analyses (due to teaching load) causing us to forget what we had already done. The cause should thus probably be described as a documentation issue.	insufficient documentation	18	"NA"
R_1OCdfz7knYYZ9MF	serious	Not enough knowledge of the data and the analyses techniques (which were new to most of us).	1	Not enough knowledge of the data and the analyses techniques (which were new to most of us).	inexperience	68	lack of knowledge/experience
R_1ODLj4FHdxhK3G1	recurring	New PhD students did not know the established work group standards	1	New PhD students did not know the established work group standards	inexperience	68	lack of knowledge/experience
R_1ODLj4FHdxhK3G1	serious	Stupid dummy variable	1	Stupid dummy variable	insufficient information	59	insufficient information
R_1ogVGCkvyaVYrta	recurring	misspecification of item within script	1	misspecification of item within script	misspecification	1	"NA"
R_1ogVGCkvyaVYrta	serious	NA	1	missing	missing	183	missing
R_1ohTkjECbK7PyOm	recurring	NA	1	missing	missing	183	missing
R_1ohTkjECbK7PyOm	serious	NA	1	missing	missing	183	missing
R_1oi2EOZ5uJxYlCL	recurring	Corrections of input errors lead to different versions of the data set. Researches not always updated their data	1	Corrections of input errors lead to different versions of the data set.	creating different versions	1	bad or lack of standards
R_1oi2EOZ5uJxYlCL	serious	NA	1	missing	missing	183	missing
R_1oi2EOZ5uJxYlCL	recurring	Corrections of input errors lead to different versions of the data set. Researches not always updated their data	2	Researches not always updated their data	lack of updating the data	1	"NA"
R_1ojdoHkyRAEhaO9	recurring	Not looking ahead	1	Not looking ahead	insufficient planning	6	bad or lack of planning
R_1ojdoHkyRAEhaO9	serious	Not being careful	1	Not being careful	not being careful	2	carelessness
R_1OkPHcZJmExTE2S	recurring	tiredness or carelessness	1	tiredness	tiredness	7	physical and mental constraints
R_1OkPHcZJmExTE2S	serious	none	1	none	irrelevant content	38	irrelevant content
R_1OkPHcZJmExTE2S	recurring	tiredness or carelessness	2	carelessness	carelessness	41	carelessness
R_1Or7tDijbW5NQ1e	recurring	Lack of attention	1	Lack of attention	inattention	31	inattention
R_1Or7tDijbW5NQ1e	serious	Lack of attention	1	Lack of attention	inattention	31	inattention
R_1pRrkSmdJGmTwHk	recurring	Human error.	1	Human error.	human error	54	"NA"
R_1pRrkSmdJGmTwHk	serious	Conversion errors/problems with statistical software.	1	Conversion errors/problems with statistical software.	software error	3	technical issue
R_1PYqrwTWH43MQ4b	recurring	Not realizing an error was made when writing the code/syntax	1	Not realizing an error was made when writing the code/syntax	error in program coding	3	"NA"
R_1PYqrwTWH43MQ4b	serious	Unclear but my guess is sleeplessness, rushing and rue to too much work led to a sloppy first analysis. Poor organization of data file and code led to us not being able to figure how the original analysis was wrong.	1	Unclear but my guess is sleeplessness,	tiredness	7	physical and mental constraints
R_1PYqrwTWH43MQ4b	serious	Unclear but my guess is sleeplessness, rushing and rue to too much work led to a sloppy first analysis. Poor organization of data file and code led to us not being able to figure how the original analysis was wrong.	2	rushing and	rushing	3	time management issue
R_1PYqrwTWH43MQ4b	serious	Unclear but my guess is sleeplessness, rushing and rue to too much work led to a sloppy first analysis. Poor organization of data file and code led to us not being able to figure how the original analysis was wrong.	3	rue to too much work led to a sloppy first analysis.	workload	2	time management issue
R_1PYqrwTWH43MQ4b	serious	Unclear but my guess is sleeplessness, rushing and rue to too much work led to a sloppy first analysis. Poor organization of data file and code led to us not being able to figure how the original analysis was wrong.	4	Poor organization of data file and code led to us not being able to figure how the original analysis was wrong.	poor organization	2	"NA"
R_1q8MrESM6Soe0YW	recurring	lack of documentation	1	lack of documentation	lack of documentation	5	"NA"
R_1q8MrESM6Soe0YW	serious	different collaborators/coworkers working on the same data set without sufficient documentation	1	different collaborators/coworkers working on the same data set without sufficient documentation	insufficient documentation	18	"NA"
R_1qgGU0J3OX0g6t9	recurring	NA	1	missing	missing	183	missing
R_1qgGU0J3OX0g6t9	serious	reaction time was coded incorrectly on protocol	1	reaction time was coded incorrectly on protocol	error in the protocol	1	bad or lack of standards
R_1QJxQZXirFtXONG	recurring	due to technical/software problems	1	due to technical/software problems	technical malfunction; software error	1	technical issue
R_1QJxQZXirFtXONG	serious	we forgot to safe the data before the PC was killed by a technician	1	we forgot to safe the data before the PC was killed by a technician	forgetfulness	7	physical and mental constraints
R_1QLOiVySy2bKLTZ	recurring	human error in scripting and translation of output to codebook	1	human error in scripting and translation of output to codebook	human error	54	"NA"
R_1QLOiVySy2bKLTZ	serious	Human error translating output to coding.	1	Human error translating output to coding.	human error	54	"NA"
R_1qWnEsHwB47T5gC	recurring	The PI (= I) had not introduced rules for naming variables and saving and documenting project data.	1	The PI (= I) had not introduced rules for naming variables and saving and documenting project data.	lack of standardised procedure	1	bad or lack of standards
R_1qWnEsHwB47T5gC	serious	1. Not enough information was given at the outset. 2. In such cases, two coders should always code independently and the dataset should then be searched for discrepancies. 3. Not enough control at the right moment.	1	1. Not enough information was given at the outset.	not enough information	1	lack of knowledge/experience
R_1qWnEsHwB47T5gC	serious	1. Not enough information was given at the outset. 2. In such cases, two coders should always code independently and the dataset should then be searched for discrepancies. 3. Not enough control at the right moment.	2	2. In such cases, two coders should always code independently and the dataset should then be searched for discrepancies.	lack of curation	2	"NA"
R_1qWnEsHwB47T5gC	serious	1. Not enough information was given at the outset. 2. In such cases, two coders should always code independently and the dataset should then be searched for discrepancies. 3. Not enough control at the right moment.	3	3. Not enough control at the right moment.	not enough control	1	lack of control
R_1rH1NztEvUbUmp0	recurring	multiple drafts and inaccurate transfer of data	1	multiple drafts	version control error	1	"NA"
R_1rH1NztEvUbUmp0	serious	same as above	1	same as above	see above	37	see above
R_1rH1NztEvUbUmp0	recurring	multiple drafts and inaccurate transfer of data	2	inaccurate transfer of data	inaccurate transfer	1	"NA"
R_1rqy1rVzOKTinKa	recurring	Inability to closely supervise all research participants (despite clear initial training)	1	Inability to closely supervise all research participants (despite clear initial training)	inability to supervise	1	project management issue
R_1rqy1rVzOKTinKa	serious	See above.	1	See above.	see above	37	see above
R_1rrxPxsFGkflPpx	recurring	time pressure, laziness, failing to empathize with the next user who's unfamiliar with the data	1	time pressure	time pressure	20	time management issue
R_1rrxPxsFGkflPpx	serious	don't remember	1	don't remember	irrelevant content	38	irrelevant content
R_1rrxPxsFGkflPpx	recurring	time pressure, laziness, failing to empathize with the next user who's unfamiliar with the data	2	laziness,	laziness	14	carelessness
R_1rrxPxsFGkflPpx	recurring	time pressure, laziness, failing to empathize with the next user who's unfamiliar with the data	3	failing to empathize with the next user who's unfamiliar with the data	inexperience	68	lack of knowledge/experience
R_1rwuSrjs7gQ6lcy	recurring	Inexperience of junior researchers	1	Inexperience of junior researchers	inexperience	68	lack of knowledge/experience
R_1rwuSrjs7gQ6lcy	serious	copy/paste error	1	copy/paste error	copy paste error	5	inattention
R_1UeEmajLZ4T4TwR	recurring	Too many people involved in one project. Not enough transparency	1	Too many people involved in one project. Not enough transparency	too many team members working on a project	1	project management issue
R_1UeEmajLZ4T4TwR	serious	different people programming the same experiment	1	different people programming the same experiment	too many team members working on the same task	3	project management issue
R_1ZdEcLWKTBdeOgV	recurring	Inexperience in data collection combined with lack of resources devoted to data collection/oversight. Over-reliance on junior team member for data collection.	1	Inexperience in data collection	inexperience	68	lack of knowledge/experience
R_1ZdEcLWKTBdeOgV	serious	Careless/lazy management of data.	1	Careless management of data.	carelessness	41	carelessness
R_1ZdEcLWKTBdeOgV	recurring	Inexperience in data collection combined with lack of resources devoted to data collection/oversight. Over-reliance on junior team member for data collection.	2	lack of resources devoted to data collection/oversight.	lack of oversight	4	project management issue
R_1ZdEcLWKTBdeOgV	serious	Careless/lazy management of data.	2	lazy management of data.	laziness	14	carelessness
R_1ZdEcLWKTBdeOgV	recurring	Inexperience in data collection combined with lack of resources devoted to data collection/oversight. Over-reliance on junior team member for data collection.	3	Over-reliance on junior team member for data collection.	inexperience	68	lack of knowledge/experience
R_202sfhbxfEwDsEV	recurring	NA	1	missing	missing	183	missing
R_202sfhbxfEwDsEV	serious	NA	1	missing	missing	183	missing
R_22EynRiZfQKWOM7	recurring	Didn't realize what information was relevant until too late - the data only became relevant when analysis was under way.	1	Didn't realize what information was relevant until too late - the data only became relevant when analysis was under way.	lack of sufficient planning	1	bad or lack of planning
R_22EynRiZfQKWOM7	serious	NA	1	missing	missing	183	missing
R_22ms4BKg4b2PqVr	recurring	NA	1	missing	missing	183	missing
R_22ms4BKg4b2PqVr	serious	NA	1	missing	missing	183	missing
R_238HFUYOk87Upxk	recurring	human error and not verifying the correct data was used	1	human error	human error	54	"NA"
R_238HFUYOk87Upxk	serious	human error and not verifying the output	1	human error and	human error	54	"NA"
R_238HFUYOk87Upxk	recurring	human error and not verifying the correct data was used	2	not verifying the correct data was used	insufficient information	59	insufficient information
