response_id	mistake_type	mistake	mistake_no	mistake_sep	code	n	group
R_1lAjGmRwoW52vY9	recurring	*not clear variable labeling *poor data back-up *access to the same computer by different researchers without knowing about each other *no participant scheduling software	1	*not clear variable labeling	ambiguous variable naming	40	ambiguous naming/defining of data
R_1lAjGmRwoW52vY9	serious	unstructured back-up (every researcher has data from his/her experiment on a personal disk) and not well secured data collected with questionnaires (i.e., physical material)	1	unstructured back-up (every researcher has data from his/her experiment on a personal disk) and not well secured data collected with questionnaires (i.e., physical material)	failure to backup	7	loss of materials/documentation/data
R_1lAjGmRwoW52vY9	recurring	*not clear variable labeling *poor data back-up *access to the same computer by different researchers without knowing about each other *no participant scheduling software	2	*poor data back-up	failure to backup	7	loss of materials/documentation/data
R_1lAjGmRwoW52vY9	recurring	*not clear variable labeling *poor data back-up *access to the same computer by different researchers without knowing about each other *no participant scheduling software	3	*access to the same computer by different researchers without knowing about each other	insufficient information	30	insufficient information
R_1lAjGmRwoW52vY9	recurring	*not clear variable labeling *poor data back-up *access to the same computer by different researchers without knowing about each other *no participant scheduling software	4	*no participant scheduling software	mistake in scheduling data collection	1	participant allocation error
R_1lB26n6FmxVjcjF	recurring	NA	1	missing	missing	125	missing
R_1lB26n6FmxVjcjF	serious	NA	1	missing	missing	125	missing
R_1LbdeE1TkgHwlf0	recurring	RAs fail to update the subject list, resulting in multiple files or entries with the same subject ID.	1	RAs fail to update the subject list, resulting in multiple files or entries with the same subject ID.	mixing up subjects; mistake in scheduling data collection	1	participant allocation error
R_1LbdeE1TkgHwlf0	serious	IT department decided to tear down the GitLab server with no forewarning, taking with it all my data and code. I had most of it in a local repository on my laptop but it still sucked.	1	IT department decided to tear down the GitLab server with no forewarning, taking with it all my data and code. I had most of it in a local repository on my laptop but it still sucked.	IT department deleting servers	1	technical/infrastructural problem
R_1LBzXSxZUeQ0CZr	recurring	Problems interpreting variable names	1	Problems interpreting variable names	ambiguous variable naming	40	ambiguous naming/defining of data
R_1LBzXSxZUeQ0CZr	serious	Mislaid imaging data resulting in data loss for several years until rediscovery	1	Mislaid imaging data resulting in data loss for several years until rediscovery	failure to backup	7	loss of materials/documentation/data
R_1Lez5WNMDX1hRUJ	recurring	Mistakes in some codes of a dataset	1	Mistakes in some codes of a dataset	value coding error	35	data coding error
R_1Lez5WNMDX1hRUJ	serious	NA	1	missing	missing	125	missing
R_1lhqYV1QwEPPpZy	recurring	NA	1	missing	missing	125	missing
R_1lhqYV1QwEPPpZy	serious	working on the wrong data set	1	working on the wrong data set	using the wrong version of data	48	version control error
R_1LifDMLl5WpopDp	recurring	NA	1	missing	missing	125	missing
R_1LifDMLl5WpopDp	serious	NA	1	missing	missing	125	missing
R_1LNc6THhR7JwDJ5	recurring	Losing code used to run analyses because of a system crash or using informative label names.	1	Losing code used to run analyses because of a system crash	failure to backup	7	loss of materials/documentation/data
R_1LNc6THhR7JwDJ5	serious	Someone on my data team forgot to bring the surveys for the study for subjects to fill out (or forgot to ask subjects to fill them out) - so instead we had to email them to fill it out resulting in a reduction in the number of people who responded.	1	Someone on my data team forgot to bring the surveys for the study for subjects to fill out (or forgot to ask subjects to fill them out) - so instead we had to email them to fill it out resulting in a reduction in the number of people who responded.	forgot to bring the surveys to data collection	1	data input error
R_1LNc6THhR7JwDJ5	recurring	Losing code used to run analyses because of a system crash or using informative label names.	2	using informative label names.	ambiguous variable naming	40	ambiguous naming/defining of data
R_1LXOUF7PqQkhz6o	recurring	Misspecified codes for variable conditions.	1	Misspecified codes for variable conditions.	value coding error	35	data coding error
R_1LXOUF7PqQkhz6o	serious	Inconsistent participant numbering.	1	Inconsistent participant numbering.	ambiguous participant identifier	8	ambiguous naming/defining of data
R_1lz69PsdTmTnVVj	recurring	Maintaining a living codebook with item stems, response codes, and other metadata as variables are created and data from additional collections are added.	1	Maintaining a living codebook with item stems, response codes, and other metadata as variables are created and data from additional collections are added.	insufficient information	30	insufficient information
R_1lz69PsdTmTnVVj	serious	A longitudinal study I was brought on to had not created unique IDs for participants in order to ensure data collected across years could be joined.	1	A longitudinal study I was brought on to had not created unique IDs for participants in order to ensure data collected across years could be joined.	missing to create participant identifiers	1	bad connection of data points
R_1M4JynyqFgfbEGn	recurring	NA	1	missing	missing	125	missing
R_1M4JynyqFgfbEGn	serious	NA	1	missing	missing	125	missing
R_1mKI2PUxRHLULTJ	recurring	uninformative labels for variables is the top frequent one; working off the wrong version of the dataset, and only realizing it after weeks of performing analyses is the second more frequent one.	1	uninformative labels for variables is the top frequent one	non-transparent variable naming	6	ambiguous naming/defining of data
R_1mKI2PUxRHLULTJ	serious	mislabelled and poorly structured data from a complex project.	1	mislabelled and poorly structured data from a complex project.	non-transparent variable naming	6	ambiguous naming/defining of data
R_1mKI2PUxRHLULTJ	recurring	uninformative labels for variables is the top frequent one; working off the wrong version of the dataset, and only realizing it after weeks of performing analyses is the second more frequent one.	2	working off the wrong version of the dataset, and only realizing it after weeks of performing analyses is the second more frequent one.	using the wrong version of data	48	version control error
R_1MQWERjeI1GSADq	recurring	Working with excel files and getting confused on which file is what data and what version (ie cleaned data, data with imputed missing values, raw data, etc)	1	Working with excel files and getting confused on which file is what data and what version (ie cleaned data, data with imputed missing values, raw data, etc)	using the wrong version of data	48	version control error
R_1MQWERjeI1GSADq	serious	Potential ethical violation by recording final grades without receiving consent. We had a group of students in an intervention who consented but didn’t have enough power to use repeated measures, so we tried to do a matched sample of students who didn’t receive the intervention. Since they didn’t receive the intervention, they never consented.	1	Potential ethical violation by recording final grades without receiving consent. We had a group of students in an intervention who consented but didn’t have enough power to use repeated measures, so we tried to do a matched sample of students who didn’t receive the intervention. Since they didn’t receive the intervention, they never consented.	recording data without ethical permission	1	violation in ethics
