StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	inform	general_frequency	recurring_story	recurring_cause	recurring_frequency	recurring_serious	recurring_outcome	recurring_outcome_6_TEXT	serious_story	serious_cause	serious_serious	serious_outcome	serious_outcome_6_TEXT	field	years	comment
2018-12-03 21:08:14	2018-12-03 21:11:43	IP Address	100	208	True	2018-12-03 21:11:44	R_1IWT6B2ocVRIEy7	email	EN	Yes	"Very Low
Occurs never or rarely"	Plotting	Coding error	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	frustration	NA	Nothing	Not applicable	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	Not applicable	experimental and cognitive psychology	16	NA
2018-12-03 21:21:40	2018-12-03 21:26:31	IP Address	100	291	True	2018-12-03 21:26:32	R_30oeLXyDGAJEwhS	email	EN	Yes	"Moderate
Occurs in half of the projects"	"We collected data on a likert-scale from ""strongly agree= 1 to strongly agree = 7"""	Proofing/carelessness	"Very Low
Occurs never or rarely"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	A student used two different versions of a manipulation check for her dissertation and was unable to collapse them into one measure.	Carelessness	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	erroneous conclusion	NA	applied psychology	15	NA
2018-12-04 02:35:28	2018-12-04 02:47:26	IP Address	100	717	True	2018-12-04 02:47:27	R_3KJ9fDQ34vAsAxJ	email	EN	Yes	"Very Low
Occurs never or rarely"	Not immediately creating and keeping a good data manual/codebook.	Laziness/thinking we'd remember.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	Our data entry software re-coded missing values to a perfect score on a measure.	A really specific error with the software that we didn't know happened.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	other	We had to change a paper at the page-proof stage	developmental and educational psychology	15	NA
2018-12-04 03:16:43	2018-12-04 03:26:23	IP Address	100	579	True	2018-12-04 03:26:23	R_339JiVn0BrXV8jw	email	EN	Yes	"Very Low
Occurs never or rarely"	NA	NA	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Grammar	Not a native English speaker	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	social psychology	5	NA
2018-12-04 13:23:36	2018-12-04 13:30:46	IP Address	100	429	True	2018-12-04 13:30:46	R_2V85hhvhCukcKS9	email	EN	Yes	"Low
Occurs in some of the projects"	Data got lost when changing to new hardware.	Bad organizing of the back-up files.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Do not remember any serious incident.	NA	NA	NA	NA	other	10	NA
2018-12-05 10:52:17	2018-12-05 10:54:08	IP Address	100	111	True	2018-12-05 10:54:09	R_2S8kDEJPwzB4nF8	email	EN	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018-12-10 20:58:08	2018-12-10 21:00:27	IP Address	100	138	True	2018-12-10 21:00:27	R_3s7iyh922xBWmba	email	EN	Yes	"Low
Occurs in some of the projects"	Data lost	Equipment failure	"Very Low
Occurs never or rarely"	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	time loss	NA	NA	NA	NA	NA	NA	experimental and cognitive psychology	10	NA
2018-12-10 20:59:36	2018-12-10 21:01:47	IP Address	100	130	True	2018-12-10 21:01:47	R_1M4JynyqFgfbEGn	email	EN	Yes	"Very Low
Occurs never or rarely"	NA	NA	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	NA	NA	NA	NA	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	NA	NA	social psychology	18	NA
2018-12-10 21:01:38	2018-12-10 21:04:05	IP Address	100	147	True	2018-12-10 21:04:06	R_2xYjxG2sdLotM8Q	email	EN	Yes	"Low
Occurs in some of the projects"	Mainly old versions substitute new versions of codes of papers.	Not careful enough	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	same	same	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	other	38	NA
2018-12-10 20:58:38	2018-12-10 21:04:18	IP Address	100	339	True	2018-12-10 21:04:18	R_Q6a2dBgrDtQZrcl	email	EN	Yes	"Low
Occurs in some of the projects"	Downloading data from Qualtrics that gets rearranged and difficult to read in the SPSS file. We need to check it manually because mistakes are often made that have impacted analysis.	Unclear method that Qualtrics uses for arranging databases, and improperly labeled questions	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	We were test-retesting a measure, and found no effect whatsoever, so we gave up on it. A year later the PhD candidate realized it was because she forgot to reverse code half the retest and the data came out beautiful.	Reverse coding error	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	erroneous conclusion	NA	personality psychology	6	NA
2018-12-10 21:01:43	2018-12-10 21:05:01	IP Address	100	198	True	2018-12-10 21:05:02	R_23eJfXyDulGeJUx	email	EN	Yes	"Low
Occurs in some of the projects"	A student failed to include how some variables were dummy coded, leading another student to make wrong assumptions	Students not being thorough in making their data dictionaries.	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Students failed to return coded variables when they finish their project	Students leaving	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	frustration	NA	developmental and educational psychology	15	Some of the questions only allowed me to select one consequence when sometimes there were several.
2018-12-10 20:56:04	2018-12-10 21:07:22	IP Address	100	677	True	2018-12-10 21:07:22	R_OBy6N3n9kcEUbmx	email	EN	Yes	"Low
Occurs in some of the projects"	Working on outdated dataset, realize that a variable was incorrecrly coded after performing statistical analyses...	Lapse of concentration	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	To the extent I now, neither me nor my research colleagues have performed serious mistakes in data management.	NA	NA	NA	NA	clinical psychology	9	I suggest to permit more than one answer in múltiple-answer quesitons (e.g., Which kind of negative outcome occurred).
2018-12-10 21:00:57	2018-12-10 21:07:29	IP Address	100	391	True	2018-12-10 21:07:29	R_2afAwJhFERuWpcR	email	EN	Yes	"Very Low
Occurs never or rarely"	Rare, but mismatching participants from two different data collection sessions or two different surveys (e.g., a pre-survey and one during an experimental session).	Multiple researchers or poor identification scheme.	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	We had multiple participant teams with the same tracking number from the same day and had to go back to the raw experimental materials to figure out which was which.  No big deal, except we had already started analyses and had to redo everything.	Tracking numbers being updated on one log but not in the other.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	applied psychology	15	NA
2018-12-10 21:05:18	2018-12-10 21:08:03	IP Address	100	165	True	2018-12-10 21:08:04	R_25RcV6aMECnyYyF	email	EN	Yes	"Low
Occurs in some of the projects"	Simple entry error.	RAs confused about how to enter data.	"Moderate
Occurs in half of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	frustration	NA	I can't think of a serious one.	See above.	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	frustration	NA	developmental and educational psychology	16	NA
2018-12-10 21:04:13	2018-12-10 21:09:38	IP Address	100	324	True	2018-12-10 21:09:39	R_1C7oJP4CkRa3cdP	email	EN	Yes	"Low
Occurs in some of the projects"	Programming errors in experimental software for treatments.	Not enough testing.	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	financial loss	NA	Programming errors	Insufficient testing	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	financial loss	NA	other	20	NA
2018-12-10 21:04:36	2018-12-10 21:10:03	IP Address	100	327	True	2018-12-10 21:10:03	R_yD8d1A59bQGBOut	email	EN	Yes	"Moderate
Occurs in half of the projects"	Different people wher working on different versions of the same data set to do analyses.	We did not keep a version controlled master of the data set.	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	frustration	NA	We did analyses on a data-set with an dependent variable that was not correctly calculated from raw eye-tracking data.	A  misstake when raw data was turned into the dependent variable.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	frustration	NA	developmental and educational psychology	10	NA
2018-12-10 21:07:37	2018-12-10 21:10:14	IP Address	100	157	True	2018-12-10 21:10:15	R_R4b2NHauEWrdgcN	email	EN	Yes	"Very Low
Occurs never or rarely"	results initially misinterpreted due to lack of clarity in how the scale was coded	bad data key	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	NA	NA	NA	NA	NA	applied psychology	15	NA
